year,month,doy,mday,hod,min,date,fm10,utc_prov,utc_rounded,hod_utc,doy_utc
1996,11,324,19,19,45,1996-11-19 19:45:00,14.9,1996-11-20 02:45:00,1996-11-20 03:00:00,3,325
1996,11,325,20,6,0,1996-11-20 06:00:00,26.1,1996-11-20 13:00:00,1996-11-20 13:00:00,13,325
1996,11,325,20,15,30,1996-11-20 15:30:00,11.5,1996-11-20 22:30:00,1996-11-20 22:00:00,22,325
1996,11,326,21,6,45,1996-11-21 06:45:00,19.2,1996-11-21 13:45:00,1996-11-21 14:00:00,14,326
1996,11,326,21,15,30,1996-11-21 15:30:00,18.6,1996-11-21 22:30:00,1996-11-21 22:00:00,22,326
1996,11,327,22,6,0,1996-11-22 06:00:00,26.5,1996-11-22 13:00:00,1996-11-22 13:00:00,13,327
1996,11,327,22,15,30,1996-11-22 15:30:00,20.1,1996-11-22 22:30:00,1996-11-22 22:00:00,22,327
1996,11,328,23,6,45,1996-11-23 06:45:00,24.2,1996-11-23 13:45:00,1996-11-23 14:00:00,14,328
1996,11,328,23,15,0,1996-11-23 15:00:00,21.1,1996-11-23 22:00:00,1996-11-23 22:00:00,22,328
1996,11,329,24,7,0,1996-11-24 07:00:00,19.3,1996-11-24 14:00:00,1996-11-24 14:00:00,14,329
1996,11,329,24,15,30,1996-11-24 15:30:00,15.2,1996-11-24 22:30:00,1996-11-24 22:00:00,22,329
1996,11,330,25,6,30,1996-11-25 06:30:00,18.7,1996-11-25 13:30:00,1996-11-25 14:00:00,14,330
1996,11,330,25,15,0,1996-11-25 15:00:00,12.8,1996-11-25 22:00:00,1996-11-25 22:00:00,22,330
1996,11,331,26,6,15,1996-11-26 06:15:00,18.8,1996-11-26 13:15:00,1996-11-26 13:00:00,13,331
1996,11,331,26,15,0,1996-11-26 15:00:00,14.0,1996-11-26 22:00:00,1996-11-26 22:00:00,22,331
1996,11,332,27,7,30,1996-11-27 07:30:00,18.2,1996-11-27 14:30:00,1996-11-27 14:00:00,14,332
1996,11,332,27,14,45,1996-11-27 14:45:00,13.7,1996-11-27 21:45:00,1996-11-27 22:00:00,22,332
1996,11,333,28,7,0,1996-11-28 07:00:00,16.4,1996-11-28 14:00:00,1996-11-28 14:00:00,14,333
1996,11,333,28,15,30,1996-11-28 15:30:00,12.9,1996-11-28 22:30:00,1996-11-28 22:00:00,22,333
1996,11,334,29,5,45,1996-11-29 05:45:00,45.3,1996-11-29 12:45:00,1996-11-29 13:00:00,13,334
1996,11,334,29,15,30,1996-11-29 15:30:00,20.8,1996-11-29 22:30:00,1996-11-29 22:00:00,22,334
1996,11,335,30,6,0,1996-11-30 06:00:00,22.2,1996-11-30 13:00:00,1996-11-30 13:00:00,13,335
1996,12,336,1,7,15,1996-12-01 07:15:00,24.6,1996-12-01 14:15:00,1996-12-01 14:00:00,14,336
1996,12,336,1,14,30,1996-12-01 14:30:00,17.6,1996-12-01 21:30:00,1996-12-01 22:00:00,22,336
1996,12,337,2,5,45,1996-12-02 05:45:00,19.3,1996-12-02 12:45:00,1996-12-02 13:00:00,13,337
1996,12,337,2,15,15,1996-12-02 15:15:00,14.3,1996-12-02 22:15:00,1996-12-02 22:00:00,22,337
1996,12,338,3,6,45,1996-12-03 06:45:00,15.7,1996-12-03 13:45:00,1996-12-03 14:00:00,14,338
1996,12,338,3,15,0,1996-12-03 15:00:00,12.9,1996-12-03 22:00:00,1996-12-03 22:00:00,22,338
1996,12,339,4,6,30,1996-12-04 06:30:00,17.0,1996-12-04 13:30:00,1996-12-04 14:00:00,14,339
1996,12,339,4,15,30,1996-12-04 15:30:00,14.3,1996-12-04 22:30:00,1996-12-04 22:00:00,22,339
1996,12,340,5,6,0,1996-12-05 06:00:00,17.0,1996-12-05 13:00:00,1996-12-05 13:00:00,13,340
1996,12,340,5,15,30,1996-12-05 15:30:00,14.6,1996-12-05 22:30:00,1996-12-05 22:00:00,22,340
1996,12,341,6,7,45,1996-12-06 07:45:00,13.6,1996-12-06 14:45:00,1996-12-06 15:00:00,15,341
1996,12,343,8,7,0,1996-12-08 07:00:00,15.3,1996-12-08 14:00:00,1996-12-08 14:00:00,14,343
1996,12,343,8,15,45,1996-12-08 15:45:00,11.0,1996-12-08 22:45:00,1996-12-08 23:00:00,23,343
1996,12,344,9,5,30,1996-12-09 05:30:00,16.9,1996-12-09 12:30:00,1996-12-09 12:00:00,12,344
1996,12,344,9,15,30,1996-12-09 15:30:00,10.7,1996-12-09 22:30:00,1996-12-09 22:00:00,22,344
1996,12,345,10,7,30,1996-12-10 07:30:00,12.1,1996-12-10 14:30:00,1996-12-10 14:00:00,14,345
1996,12,345,10,15,0,1996-12-10 15:00:00,9.4,1996-12-10 22:00:00,1996-12-10 22:00:00,22,345
1996,12,346,11,6,45,1996-12-11 06:45:00,12.2,1996-12-11 13:45:00,1996-12-11 14:00:00,14,346
1996,12,346,11,15,30,1996-12-11 15:30:00,9.3,1996-12-11 22:30:00,1996-12-11 22:00:00,22,346
1996,12,347,12,7,0,1996-12-12 07:00:00,16.1,1996-12-12 14:00:00,1996-12-12 14:00:00,14,347
1996,12,347,12,15,0,1996-12-12 15:00:00,10.7,1996-12-12 22:00:00,1996-12-12 22:00:00,22,347
1996,12,348,13,6,0,1996-12-13 06:00:00,19.0,1996-12-13 13:00:00,1996-12-13 13:00:00,13,348
1996,12,348,13,14,45,1996-12-13 14:45:00,11.0,1996-12-13 21:45:00,1996-12-13 22:00:00,22,348
1996,12,349,14,6,30,1996-12-14 06:30:00,18.9,1996-12-14 13:30:00,1996-12-14 14:00:00,14,349
1996,12,349,14,15,15,1996-12-14 15:15:00,11.6,1996-12-14 22:15:00,1996-12-14 22:00:00,22,349
1996,12,350,15,7,0,1996-12-15 07:00:00,11.8,1996-12-15 14:00:00,1996-12-15 14:00:00,14,350
1996,12,350,15,18,15,1996-12-15 18:15:00,11.1,1996-12-16 01:15:00,1996-12-16 01:00:00,1,351
1996,12,351,16,7,30,1996-12-16 07:30:00,12.5,1996-12-16 14:30:00,1996-12-16 14:00:00,14,351
1996,12,351,16,15,30,1996-12-16 15:30:00,10.4,1996-12-16 22:30:00,1996-12-16 22:00:00,22,351
1996,12,352,17,6,30,1996-12-17 06:30:00,14.7,1996-12-17 13:30:00,1996-12-17 14:00:00,14,352
1996,12,352,17,15,0,1996-12-17 15:00:00,12.9,1996-12-17 22:00:00,1996-12-17 22:00:00,22,352
1996,12,353,18,6,30,1996-12-18 06:30:00,14.2,1996-12-18 13:30:00,1996-12-18 14:00:00,14,353
1996,12,353,18,15,0,1996-12-18 15:00:00,12.5,1996-12-18 22:00:00,1996-12-18 22:00:00,22,353
1996,12,354,19,6,45,1996-12-19 06:45:00,14.1,1996-12-19 13:45:00,1996-12-19 14:00:00,14,354
1996,12,354,19,15,30,1996-12-19 15:30:00,12.7,1996-12-19 22:30:00,1996-12-19 22:00:00,22,354
1996,12,355,20,6,0,1996-12-20 06:00:00,14.9,1996-12-20 13:00:00,1996-12-20 13:00:00,13,355
1996,12,355,20,15,30,1996-12-20 15:30:00,11.7,1996-12-20 22:30:00,1996-12-20 22:00:00,22,355
1996,12,356,21,7,15,1996-12-21 07:15:00,13.2,1996-12-21 14:15:00,1996-12-21 14:00:00,14,356
1996,12,356,21,15,0,1996-12-21 15:00:00,11.0,1996-12-21 22:00:00,1996-12-21 22:00:00,22,356
1996,12,357,22,7,0,1996-12-22 07:00:00,11.3,1996-12-22 14:00:00,1996-12-22 14:00:00,14,357
1996,12,362,27,6,45,1996-12-27 06:45:00,12.0,1996-12-27 13:45:00,1996-12-27 14:00:00,14,362
1996,12,362,27,15,30,1996-12-27 15:30:00,8.2,1996-12-27 22:30:00,1996-12-27 22:00:00,22,362
1996,12,363,28,5,45,1996-12-28 05:45:00,9.4,1996-12-28 12:45:00,1996-12-28 13:00:00,13,363
1996,12,363,28,15,15,1996-12-28 15:15:00,8.1,1996-12-28 22:15:00,1996-12-28 22:00:00,22,363
1996,12,364,29,7,0,1996-12-29 07:00:00,11.2,1996-12-29 14:00:00,1996-12-29 14:00:00,14,364
1996,12,364,29,15,30,1996-12-29 15:30:00,8.4,1996-12-29 22:30:00,1996-12-29 22:00:00,22,364
1996,12,365,30,6,0,1996-12-30 06:00:00,14.7,1996-12-30 13:00:00,1996-12-30 13:00:00,13,365
1996,12,365,30,15,30,1996-12-30 15:30:00,8.5,1996-12-30 22:30:00,1996-12-30 22:00:00,22,365
1996,12,366,31,6,15,1996-12-31 06:15:00,12.3,1996-12-31 13:15:00,1996-12-31 13:00:00,13,366
1996,12,366,31,15,30,1996-12-31 15:30:00,10.3,1996-12-31 22:30:00,1996-12-31 22:00:00,22,366
1997,1,1,1,7,15,1997-01-01 07:15:00,7.2,1997-01-01 14:15:00,1997-01-01 14:00:00,14,1
1997,1,1,1,15,30,1997-01-01 15:30:00,7.1,1997-01-01 22:30:00,1997-01-01 22:00:00,22,1
1997,1,2,2,7,0,1997-01-02 07:00:00,8.6,1997-01-02 14:00:00,1997-01-02 14:00:00,14,2
1997,1,2,2,15,45,1997-01-02 15:45:00,6.3,1997-01-02 22:45:00,1997-01-02 23:00:00,23,2
1997,1,3,3,6,30,1997-01-03 06:30:00,9.2,1997-01-03 13:30:00,1997-01-03 14:00:00,14,3
1997,1,3,3,15,30,1997-01-03 15:30:00,6.6,1997-01-03 22:30:00,1997-01-03 22:00:00,22,3
1997,1,4,4,7,0,1997-01-04 07:00:00,8.1,1997-01-04 14:00:00,1997-01-04 14:00:00,14,4
1997,1,4,4,15,0,1997-01-04 15:00:00,7.2,1997-01-04 22:00:00,1997-01-04 22:00:00,22,4
1997,1,5,5,7,0,1997-01-05 07:00:00,8.0,1997-01-05 14:00:00,1997-01-05 14:00:00,14,5
1997,1,5,5,15,30,1997-01-05 15:30:00,7.3,1997-01-05 22:30:00,1997-01-05 22:00:00,22,5
1997,1,6,6,6,15,1997-01-06 06:15:00,8.0,1997-01-06 13:15:00,1997-01-06 13:00:00,13,6
1997,1,6,6,13,45,1997-01-06 13:45:00,7.3,1997-01-06 20:45:00,1997-01-06 21:00:00,21,6
1997,1,7,7,6,30,1997-01-07 06:30:00,8.7,1997-01-07 13:30:00,1997-01-07 14:00:00,14,7
1997,1,7,7,15,45,1997-01-07 15:45:00,7.7,1997-01-07 22:45:00,1997-01-07 23:00:00,23,7
1997,1,8,8,6,0,1997-01-08 06:00:00,8.4,1997-01-08 13:00:00,1997-01-08 13:00:00,13,8
1997,1,8,8,15,30,1997-01-08 15:30:00,10.5,1997-01-08 22:30:00,1997-01-08 22:00:00,22,8
1997,1,9,9,6,45,1997-01-09 06:45:00,12.4,1997-01-09 13:45:00,1997-01-09 14:00:00,14,9
1997,1,9,9,18,15,1997-01-09 18:15:00,11.3,1997-01-10 01:15:00,1997-01-10 01:00:00,1,10
1997,1,10,10,6,30,1997-01-10 06:30:00,12.4,1997-01-10 13:30:00,1997-01-10 14:00:00,14,10
1997,1,10,10,15,30,1997-01-10 15:30:00,10.8,1997-01-10 22:30:00,1997-01-10 22:00:00,22,10
1997,1,11,11,6,0,1997-01-11 06:00:00,10.5,1997-01-11 13:00:00,1997-01-11 13:00:00,13,11
1997,1,11,11,15,15,1997-01-11 15:15:00,11.2,1997-01-11 22:15:00,1997-01-11 22:00:00,22,11
1997,1,12,12,6,30,1997-01-12 06:30:00,13.9,1997-01-12 13:30:00,1997-01-12 14:00:00,14,12
1997,1,12,12,15,30,1997-01-12 15:30:00,11.4,1997-01-12 22:30:00,1997-01-12 22:00:00,22,12
1997,1,13,13,6,0,1997-01-13 06:00:00,12.1,1997-01-13 13:00:00,1997-01-13 13:00:00,13,13
1997,1,13,13,15,30,1997-01-13 15:30:00,11.5,1997-01-13 22:30:00,1997-01-13 22:00:00,22,13
1997,1,14,14,6,45,1997-01-14 06:45:00,12.5,1997-01-14 13:45:00,1997-01-14 14:00:00,14,14
1997,1,14,14,15,30,1997-01-14 15:30:00,12.4,1997-01-14 22:30:00,1997-01-14 22:00:00,22,14
1997,1,15,15,5,45,1997-01-15 05:45:00,12.9,1997-01-15 12:45:00,1997-01-15 13:00:00,13,15
1997,1,15,15,15,30,1997-01-15 15:30:00,10.5,1997-01-15 22:30:00,1997-01-15 22:00:00,22,15
1997,1,16,16,7,0,1997-01-16 07:00:00,12.4,1997-01-16 14:00:00,1997-01-16 14:00:00,14,16
1997,1,16,16,15,30,1997-01-16 15:30:00,10.1,1997-01-16 22:30:00,1997-01-16 22:00:00,22,16
1997,1,17,17,15,0,1997-01-17 15:00:00,9.6,1997-01-17 22:00:00,1997-01-17 22:00:00,22,17
1997,1,18,18,6,0,1997-01-18 06:00:00,12.3,1997-01-18 13:00:00,1997-01-18 13:00:00,13,18
1997,1,18,18,15,45,1997-01-18 15:45:00,8.7,1997-01-18 22:45:00,1997-01-18 23:00:00,23,18
1997,1,19,19,7,0,1997-01-19 07:00:00,11.3,1997-01-19 14:00:00,1997-01-19 14:00:00,14,19
1997,1,19,19,15,45,1997-01-19 15:45:00,8.4,1997-01-19 22:45:00,1997-01-19 23:00:00,23,19
1997,1,20,20,6,45,1997-01-20 06:45:00,12.7,1997-01-20 13:45:00,1997-01-20 14:00:00,14,20
1997,1,20,20,15,15,1997-01-20 15:15:00,8.5,1997-01-20 22:15:00,1997-01-20 22:00:00,22,20
1997,1,21,21,6,0,1997-01-21 06:00:00,11.7,1997-01-21 13:00:00,1997-01-21 13:00:00,13,21
1997,1,21,21,15,25,1997-01-21 15:25:00,8.2,1997-01-21 22:25:00,1997-01-21 22:00:00,22,21
1997,1,22,22,7,15,1997-01-22 07:15:00,9.5,1997-01-22 14:15:00,1997-01-22 14:00:00,14,22
1997,1,22,22,14,45,1997-01-22 14:45:00,7.7,1997-01-22 21:45:00,1997-01-22 22:00:00,22,22
1997,1,23,23,5,30,1997-01-23 05:30:00,8.9,1997-01-23 12:30:00,1997-01-23 12:00:00,12,23
1997,1,23,23,15,30,1997-01-23 15:30:00,7.8,1997-01-23 22:30:00,1997-01-23 22:00:00,22,23
1997,1,24,24,6,15,1997-01-24 06:15:00,10.8,1997-01-24 13:15:00,1997-01-24 13:00:00,13,24
1997,1,24,24,15,0,1997-01-24 15:00:00,8.6,1997-01-24 22:00:00,1997-01-24 22:00:00,22,24
1997,1,25,25,8,0,1997-01-25 08:00:00,10.7,1997-01-25 15:00:00,1997-01-25 15:00:00,15,25
1997,1,25,25,16,0,1997-01-25 16:00:00,9.3,1997-01-25 23:00:00,1997-01-25 23:00:00,23,25
1997,1,26,26,6,45,1997-01-26 06:45:00,11.4,1997-01-26 13:45:00,1997-01-26 14:00:00,14,26
1997,1,26,26,15,30,1997-01-26 15:30:00,10.1,1997-01-26 22:30:00,1997-01-26 22:00:00,22,26
1997,1,27,27,5,45,1997-01-27 05:45:00,11.5,1997-01-27 12:45:00,1997-01-27 13:00:00,13,27
1997,1,27,27,16,45,1997-01-27 16:45:00,10.2,1997-01-27 23:45:00,1997-01-28 00:00:00,0,28
1997,1,28,28,6,45,1997-01-28 06:45:00,11.2,1997-01-28 13:45:00,1997-01-28 14:00:00,14,28
1997,1,28,28,16,0,1997-01-28 16:00:00,7.8,1997-01-28 23:00:00,1997-01-28 23:00:00,23,28
1997,1,29,29,6,30,1997-01-29 06:30:00,8.3,1997-01-29 13:30:00,1997-01-29 14:00:00,14,29
1997,1,29,29,15,30,1997-01-29 15:30:00,7.8,1997-01-29 22:30:00,1997-01-29 22:00:00,22,29
1997,1,30,30,5,45,1997-01-30 05:45:00,9.9,1997-01-30 12:45:00,1997-01-30 13:00:00,13,30
1997,1,30,30,16,0,1997-01-30 16:00:00,7.5,1997-01-30 23:00:00,1997-01-30 23:00:00,23,30
1997,1,31,31,6,15,1997-01-31 06:15:00,8.8,1997-01-31 13:15:00,1997-01-31 13:00:00,13,31
1997,1,31,31,16,15,1997-01-31 16:15:00,6.7,1997-01-31 23:15:00,1997-01-31 23:00:00,23,31
1997,2,32,1,6,15,1997-02-01 06:15:00,8.7,1997-02-01 13:15:00,1997-02-01 13:00:00,13,32
1997,2,32,1,16,0,1997-02-01 16:00:00,7.5,1997-02-01 23:00:00,1997-02-01 23:00:00,23,32
1997,2,33,2,7,0,1997-02-02 07:00:00,11.0,1997-02-02 14:00:00,1997-02-02 14:00:00,14,33
1997,2,33,2,15,45,1997-02-02 15:45:00,8.4,1997-02-02 22:45:00,1997-02-02 23:00:00,23,33
1997,2,34,3,7,0,1997-02-03 07:00:00,11.6,1997-02-03 14:00:00,1997-02-03 14:00:00,14,34
1997,2,34,3,14,45,1997-02-03 14:45:00,9.5,1997-02-03 21:45:00,1997-02-03 22:00:00,22,34
1997,2,35,4,6,15,1997-02-04 06:15:00,11.9,1997-02-04 13:15:00,1997-02-04 13:00:00,13,35
1997,2,35,4,14,45,1997-02-04 14:45:00,9.1,1997-02-04 21:45:00,1997-02-04 22:00:00,22,35
1997,2,36,5,7,15,1997-02-05 07:15:00,13.2,1997-02-05 14:15:00,1997-02-05 14:00:00,14,36
1997,2,36,5,14,45,1997-02-05 14:45:00,10.2,1997-02-05 21:45:00,1997-02-05 22:00:00,22,36
1997,2,37,6,6,45,1997-02-06 06:45:00,26.2,1997-02-06 13:45:00,1997-02-06 14:00:00,14,37
1997,2,37,6,15,0,1997-02-06 15:00:00,31.7,1997-02-06 22:00:00,1997-02-06 22:00:00,22,37
1997,2,38,7,6,45,1997-02-07 06:45:00,48.4,1997-02-07 13:45:00,1997-02-07 14:00:00,14,38
1997,2,38,7,12,15,1997-02-07 12:15:00,28.2,1997-02-07 19:15:00,1997-02-07 19:00:00,19,38
1997,2,39,8,6,45,1997-02-08 06:45:00,24.4,1997-02-08 13:45:00,1997-02-08 14:00:00,14,39
1997,2,39,8,15,30,1997-02-08 15:30:00,16.3,1997-02-08 22:30:00,1997-02-08 22:00:00,22,39
1997,2,40,9,6,45,1997-02-09 06:45:00,19.9,1997-02-09 13:45:00,1997-02-09 14:00:00,14,40
1997,2,40,9,15,0,1997-02-09 15:00:00,16.5,1997-02-09 22:00:00,1997-02-09 22:00:00,22,40
1997,2,41,10,5,30,1997-02-10 05:30:00,26.0,1997-02-10 12:30:00,1997-02-10 12:00:00,12,41
1997,2,41,10,15,15,1997-02-10 15:15:00,13.4,1997-02-10 22:15:00,1997-02-10 22:00:00,22,41
1997,2,42,11,6,30,1997-02-11 06:30:00,21.2,1997-02-11 13:30:00,1997-02-11 14:00:00,14,42
1997,2,42,11,15,45,1997-02-11 15:45:00,13.7,1997-02-11 22:45:00,1997-02-11 23:00:00,23,42
1997,2,43,12,6,30,1997-02-12 06:30:00,19.2,1997-02-12 13:30:00,1997-02-12 14:00:00,14,43
1997,2,43,12,16,0,1997-02-12 16:00:00,15.2,1997-02-12 23:00:00,1997-02-12 23:00:00,23,43
1997,2,44,13,6,15,1997-02-13 06:15:00,20.7,1997-02-13 13:15:00,1997-02-13 13:00:00,13,44
1997,2,44,13,14,45,1997-02-13 14:45:00,19.7,1997-02-13 21:45:00,1997-02-13 22:00:00,22,44
1997,2,45,14,6,15,1997-02-14 06:15:00,25.1,1997-02-14 13:15:00,1997-02-14 13:00:00,13,45
1997,2,45,14,15,30,1997-02-14 15:30:00,12.1,1997-02-14 22:30:00,1997-02-14 22:00:00,22,45
1997,2,46,15,7,15,1997-02-15 07:15:00,15.4,1997-02-15 14:15:00,1997-02-15 14:00:00,14,46
1997,2,46,15,15,15,1997-02-15 15:15:00,10.1,1997-02-15 22:15:00,1997-02-15 22:00:00,22,46
1997,2,47,16,6,45,1997-02-16 06:45:00,13.5,1997-02-16 13:45:00,1997-02-16 14:00:00,14,47
1997,2,47,16,15,45,1997-02-16 15:45:00,8.9,1997-02-16 22:45:00,1997-02-16 23:00:00,23,47
1997,2,48,17,5,45,1997-02-17 05:45:00,11.2,1997-02-17 12:45:00,1997-02-17 13:00:00,13,48
1997,2,48,17,16,15,1997-02-17 16:15:00,7.7,1997-02-17 23:15:00,1997-02-17 23:00:00,23,48
1997,2,49,18,6,0,1997-02-18 06:00:00,10.6,1997-02-18 13:00:00,1997-02-18 13:00:00,13,49
1997,2,49,18,16,15,1997-02-18 16:15:00,9.6,1997-02-18 23:15:00,1997-02-18 23:00:00,23,49
1997,2,50,19,7,15,1997-02-19 07:15:00,33.9,1997-02-19 14:15:00,1997-02-19 14:00:00,14,50
1997,2,50,19,15,25,1997-02-19 15:25:00,18.9,1997-02-19 22:25:00,1997-02-19 22:00:00,22,50
1997,2,51,20,6,0,1997-02-20 06:00:00,24.8,1997-02-20 13:00:00,1997-02-20 13:00:00,13,51
1997,2,51,20,16,4,1997-02-20 16:04:00,41.1,1997-02-20 23:04:00,1997-02-20 23:00:00,23,51
1997,2,52,21,4,45,1997-02-21 04:45:00,34.9,1997-02-21 11:45:00,1997-02-21 12:00:00,12,52
1997,2,52,21,16,10,1997-02-21 16:10:00,15.8,1997-02-21 23:10:00,1997-02-21 23:00:00,23,52
1997,2,53,22,7,0,1997-02-22 07:00:00,16.7,1997-02-22 14:00:00,1997-02-22 14:00:00,14,53
1997,2,53,22,15,10,1997-02-22 15:10:00,8.9,1997-02-22 22:10:00,1997-02-22 22:00:00,22,53
1997,2,54,23,6,45,1997-02-23 06:45:00,14.4,1997-02-23 13:45:00,1997-02-23 14:00:00,14,54
1997,2,54,23,15,30,1997-02-23 15:30:00,10.9,1997-02-23 22:30:00,1997-02-23 22:00:00,22,54
1997,2,55,24,6,30,1997-02-24 06:30:00,16.1,1997-02-24 13:30:00,1997-02-24 14:00:00,14,55
1997,2,55,24,16,15,1997-02-24 16:15:00,15.4,1997-02-24 23:15:00,1997-02-24 23:00:00,23,55
1997,2,56,25,6,30,1997-02-25 06:30:00,16.7,1997-02-25 13:30:00,1997-02-25 14:00:00,14,56
1997,2,56,25,15,45,1997-02-25 15:45:00,19.8,1997-02-25 22:45:00,1997-02-25 23:00:00,23,56
1997,2,57,26,6,45,1997-02-26 06:45:00,26.1,1997-02-26 13:45:00,1997-02-26 14:00:00,14,57
1997,2,57,26,14,30,1997-02-26 14:30:00,44.2,1997-02-26 21:30:00,1997-02-26 22:00:00,22,57
1997,2,58,27,6,30,1997-02-27 06:30:00,44.9,1997-02-27 13:30:00,1997-02-27 14:00:00,14,58
1997,2,58,27,15,30,1997-02-27 15:30:00,18.7,1997-02-27 22:30:00,1997-02-27 22:00:00,22,58
1997,2,59,28,5,15,1997-02-28 05:15:00,22.1,1997-02-28 12:15:00,1997-02-28 12:00:00,12,59
1997,2,59,28,16,30,1997-02-28 16:30:00,14.3,1997-02-28 23:30:00,1997-03-01 00:00:00,0,60
1997,3,60,1,7,30,1997-03-01 07:30:00,17.6,1997-03-01 14:30:00,1997-03-01 14:00:00,14,60
1997,3,60,1,15,15,1997-03-01 15:15:00,12.3,1997-03-01 22:15:00,1997-03-01 22:00:00,22,60
1997,3,61,2,6,45,1997-03-02 06:45:00,17.3,1997-03-02 13:45:00,1997-03-02 14:00:00,14,61
1997,3,61,2,14,45,1997-03-02 14:45:00,10.4,1997-03-02 21:45:00,1997-03-02 22:00:00,22,61
1997,3,62,3,5,30,1997-03-03 05:30:00,13.9,1997-03-03 12:30:00,1997-03-03 12:00:00,12,62
1997,3,62,3,15,15,1997-03-03 15:15:00,7.2,1997-03-03 22:15:00,1997-03-03 22:00:00,22,62
1997,3,63,4,5,15,1997-03-04 05:15:00,10.7,1997-03-04 12:15:00,1997-03-04 12:00:00,12,63
1997,3,63,4,16,0,1997-03-04 16:00:00,9.0,1997-03-04 23:00:00,1997-03-04 23:00:00,23,63
1997,3,64,5,5,45,1997-03-05 05:45:00,12.5,1997-03-05 12:45:00,1997-03-05 13:00:00,13,64
1997,3,64,5,16,0,1997-03-05 16:00:00,8.3,1997-03-05 23:00:00,1997-03-05 23:00:00,23,64
1997,3,65,6,5,45,1997-03-06 05:45:00,11.0,1997-03-06 12:45:00,1997-03-06 13:00:00,13,65
1997,3,65,6,16,15,1997-03-06 16:15:00,6.9,1997-03-06 23:15:00,1997-03-06 23:00:00,23,65
1997,3,66,7,6,30,1997-03-07 06:30:00,8.7,1997-03-07 13:30:00,1997-03-07 14:00:00,14,66
1997,3,66,7,16,0,1997-03-07 16:00:00,6.0,1997-03-07 23:00:00,1997-03-07 23:00:00,23,66
1997,3,67,8,7,0,1997-03-08 07:00:00,13.5,1997-03-08 14:00:00,1997-03-08 14:00:00,14,67
1997,3,67,8,16,30,1997-03-08 16:30:00,12.3,1997-03-08 23:30:00,1997-03-09 00:00:00,0,68
1997,3,68,9,6,30,1997-03-09 06:30:00,13.3,1997-03-09 13:30:00,1997-03-09 14:00:00,14,68
1997,3,68,9,15,30,1997-03-09 15:30:00,9.0,1997-03-09 22:30:00,1997-03-09 22:00:00,22,68
1997,3,69,10,5,30,1997-03-10 05:30:00,11.7,1997-03-10 12:30:00,1997-03-10 12:00:00,12,69
1997,3,69,10,15,30,1997-03-10 15:30:00,6.6,1997-03-10 22:30:00,1997-03-10 22:00:00,22,69
1997,3,70,11,6,15,1997-03-11 06:15:00,8.1,1997-03-11 13:15:00,1997-03-11 13:00:00,13,70
1997,3,70,11,16,15,1997-03-11 16:15:00,6.3,1997-03-11 23:15:00,1997-03-11 23:00:00,23,70
1997,3,71,12,6,0,1997-03-12 06:00:00,15.3,1997-03-12 13:00:00,1997-03-12 13:00:00,13,71
1997,3,71,12,16,15,1997-03-12 16:15:00,8.0,1997-03-12 23:15:00,1997-03-12 23:00:00,23,71
1997,3,72,13,6,45,1997-03-13 06:45:00,15.7,1997-03-13 13:45:00,1997-03-13 14:00:00,14,72
1997,3,72,13,16,15,1997-03-13 16:15:00,13.4,1997-03-13 23:15:00,1997-03-13 23:00:00,23,72
1997,3,73,14,6,45,1997-03-14 06:45:00,12.8,1997-03-14 13:45:00,1997-03-14 14:00:00,14,73
1997,3,73,14,15,15,1997-03-14 15:15:00,9.9,1997-03-14 22:15:00,1997-03-14 22:00:00,22,73
1997,3,74,15,6,0,1997-03-15 06:00:00,12.2,1997-03-15 13:00:00,1997-03-15 13:00:00,13,74
1997,3,74,15,13,15,1997-03-15 13:15:00,9.1,1997-03-15 20:15:00,1997-03-15 20:00:00,20,74
1997,3,75,16,6,0,1997-03-16 06:00:00,11.1,1997-03-16 13:00:00,1997-03-16 13:00:00,13,75
1997,3,75,16,15,30,1997-03-16 15:30:00,8.6,1997-03-16 22:30:00,1997-03-16 22:00:00,22,75
1997,3,76,17,5,30,1997-03-17 05:30:00,20.4,1997-03-17 12:30:00,1997-03-17 12:00:00,12,76
1997,3,76,17,15,15,1997-03-17 15:15:00,6.9,1997-03-17 22:15:00,1997-03-17 22:00:00,22,76
1997,3,77,18,4,45,1997-03-18 04:45:00,13.0,1997-03-18 11:45:00,1997-03-18 12:00:00,12,77
1997,3,77,18,16,15,1997-03-18 16:15:00,8.6,1997-03-18 23:15:00,1997-03-18 23:00:00,23,77
1997,3,78,19,6,30,1997-03-19 06:30:00,13.0,1997-03-19 13:30:00,1997-03-19 14:00:00,14,78
1997,3,78,19,15,30,1997-03-19 15:30:00,7.1,1997-03-19 22:30:00,1997-03-19 22:00:00,22,78
1997,3,79,20,6,30,1997-03-20 06:30:00,7.9,1997-03-20 13:30:00,1997-03-20 14:00:00,14,79
1997,3,79,20,16,45,1997-03-20 16:45:00,5.1,1997-03-20 23:45:00,1997-03-21 00:00:00,0,80
1997,3,80,21,6,0,1997-03-21 06:00:00,6.7,1997-03-21 13:00:00,1997-03-21 13:00:00,13,80
1997,3,80,21,16,30,1997-03-21 16:30:00,5.2,1997-03-21 23:30:00,1997-03-22 00:00:00,0,81
1997,3,81,22,6,0,1997-03-22 06:00:00,7.4,1997-03-22 13:00:00,1997-03-22 13:00:00,13,81
